"URL","File","Title","Title length","Meta description","Description length","Canonical","Last modified"
"https://vederetravel.com/","index.html","Luxury Sports Travel | F1, Tennis, Golf & Football | Vedere","59","Luxury sports travel by Vedere — Formula 1, tennis, golf and football packages with official tickets, premium hospitality and five-star hotels. ATOL protected.","159","https://vederetravel.com/","2026-09-22"
"https://vederetravel.com/about-us","about-us/index.html","About Us | Vedere Travel — One Partner. Every Journey.","54","We are Vedere Travel — a UK luxury sports and travel operator. Official event access, hand-selected hotels and one specialist looking after your whole trip.","156","https://vederetravel.com/about-us","2026-09-22"
"https://vederetravel.com/atol","atol/index.html","ATOL Protection 12703 | Financial Protection | Vedere","53","How your money is protected with Vedere Travel — ATOL 12703 for flight-inclusive packages and Travel Trust Association membership X3919. Book with confidence.","158","https://vederetravel.com/atol","2026-09-22"
"https://vederetravel.com/booking-conditions","booking-conditions/index.html","Booking Conditions | How Booking Works | Vedere Travel","54","How booking with Vedere Travel works — written quotations, full booking conditions with every proposal, and financial protection under ATOL 12703 and TTA X3919.","160","https://vederetravel.com/booking-conditions","2026-09-22"
"https://vederetravel.com/contact","contact/index.html","Contact Vedere Travel | Enquiries by Phone & Email","50","Contact Vedere Travel — call 0161 697 5895, email Info@Vederetravel.com or send an enquiry and your specialist will reply personally. ATOL protected.","149","https://vederetravel.com/contact","2026-09-22"
"https://vederetravel.com/formula-one/abu-dhabi-grand-prix","formula-one/abu-dhabi-grand-prix/index.html","Abu Dhabi Grand Prix 2026 | Tickets & Hospitality | Vedere","58","Abu Dhabi Grand Prix 2026 packages from £2,495pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","152","https://vederetravel.com/formula-one/abu-dhabi-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/austin-grand-prix","formula-one/austin-grand-prix/index.html","Austin Grand Prix 2026 Packages | COTA Tickets | Vedere","55","Austin Grand Prix packages 2026 from £3,995pp. Flights from London, downtown hotels, official COTA tickets and transfers, arranged by one specialist.","149","https://vederetravel.com/formula-one/austin-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/australian-grand-prix","formula-one/australian-grand-prix/index.html","Australian Grand Prix 2027 | Tickets & Hospitality | Vedere","59","Australian Grand Prix 2027 packages from £3,495pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","153","https://vederetravel.com/formula-one/australian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/austrian-grand-prix","formula-one/austrian-grand-prix/index.html","Austrian Grand Prix 2027 | Tickets & Hospitality | Vedere","57","Austrian Grand Prix 2027 packages from £1,495pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","151","https://vederetravel.com/formula-one/austrian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/azerbaijan-grand-prix","formula-one/azerbaijan-grand-prix/index.html","Azerbaijan Grand Prix 2026 | Tickets & Hospitality | Vedere","59","Azerbaijan Grand Prix 2026 packages from £1,295pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","153","https://vederetravel.com/formula-one/azerbaijan-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/bahrain-grand-prix","formula-one/bahrain-grand-prix/index.html","Bahrain Grand Prix 2027 Packages | Tickets & Hotels | Vedere","60","Bahrain Grand Prix 2027 packages from £1,895pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","150","https://vederetravel.com/formula-one/bahrain-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/belgian-grand-prix","formula-one/belgian-grand-prix/index.html","Belgian Grand Prix 2027 Packages | Tickets & Hotels | Vedere","60","Belgian Grand Prix 2027 packages from £1,395pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","150","https://vederetravel.com/formula-one/belgian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/british-grand-prix","formula-one/british-grand-prix/index.html","British Grand Prix 2027 Packages | Tickets & Hotels | Vedere","60","British Grand Prix 2027 packages from £1,095pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","150","https://vederetravel.com/formula-one/british-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/canadian-grand-prix","formula-one/canadian-grand-prix/index.html","Canadian Grand Prix 2027 | Tickets & Hospitality | Vedere","57","Canadian Grand Prix 2027 packages from £2,395pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","151","https://vederetravel.com/formula-one/canadian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/chinese-grand-prix","formula-one/chinese-grand-prix/index.html","Chinese Grand Prix 2027 Packages | Tickets & Hotels | Vedere","60","Chinese Grand Prix 2027 packages from £2,395pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","150","https://vederetravel.com/formula-one/chinese-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/dutch-grand-prix","formula-one/dutch-grand-prix/index.html","Dutch Grand Prix 2026 | Completed — Archive | Vedere","52","The 2026 Dutch Grand Prix at Zandvoort was run on 23 August 2026. Archive page: there is no Dutch round in 2027 — see Spa or the full 2027 F1 season.","149","https://vederetravel.com/formula-one/dutch-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/hungarian-grand-prix","formula-one/hungarian-grand-prix/index.html","Hungarian Grand Prix 2027 | Tickets & Hospitality | Vedere","58","Hungarian Grand Prix 2027 packages from £1,295pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","152","https://vederetravel.com/formula-one/hungarian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/italian-grand-prix","formula-one/italian-grand-prix/index.html","Italian Grand Prix 2026 | Completed — Archive | Vedere","54","The 2026 Italian Grand Prix at Monza was run on 6 September 2026. Archive page: Monza returns 3–5 September 2027 — register for the 2027 race.","142","https://vederetravel.com/formula-one/italian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/japanese-grand-prix","formula-one/japanese-grand-prix/index.html","Japanese Grand Prix 2027 | Tickets & Hospitality | Vedere","57","Japanese Grand Prix 2027 packages from £2,995pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","151","https://vederetravel.com/formula-one/japanese-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/las-vegas-grand-prix","formula-one/las-vegas-grand-prix/index.html","Las Vegas Grand Prix 2026 | Tickets & Hospitality | Vedere","58","Las Vegas Grand Prix 2026 packages from £3,295pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","152","https://vederetravel.com/formula-one/las-vegas-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/malaysian-grand-prix","formula-one/malaysian-grand-prix/index.html","Bahrain Grand Prix 2026 at Sepang, Malaysia | Vedere","52","The 2026 Bahrain Grand Prix is hosted in Malaysia at Sepang, 2–4 October. Packages from £1,895pp: grandstands, hospitality, Kuala Lumpur five-star hotels.","154","https://vederetravel.com/formula-one/malaysian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/mexico-city-grand-prix","formula-one/mexico-city-grand-prix/index.html","Mexico City Grand Prix 2026 | Tickets & Hospitality | Vedere","60","Mexico City Grand Prix 2026 packages from £2,295pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","154","https://vederetravel.com/formula-one/mexico-city-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/miami-grand-prix","formula-one/miami-grand-prix/index.html","Miami Grand Prix 2027 Packages | Tickets & Hotels | Vedere","58","Miami Grand Prix 2027 packages from £2,995pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","148","https://vederetravel.com/formula-one/miami-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/monaco-grand-prix","formula-one/monaco-grand-prix/index.html","Monaco Grand Prix 2027 Packages | Tickets & Hotels | Vedere","59","Monaco Grand Prix 2027 packages from £3,495pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","149","https://vederetravel.com/formula-one/monaco-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/portuguese-grand-prix","formula-one/portuguese-grand-prix/index.html","Portuguese Grand Prix 2027 | Tickets & Hospitality | Vedere","59","Portuguese Grand Prix 2027 packages from £1,595pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","153","https://vederetravel.com/formula-one/portuguese-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/qatar-grand-prix","formula-one/qatar-grand-prix/index.html","Qatar Grand Prix 2026 Packages | Tickets & Hotels | Vedere","58","Qatar Grand Prix 2026 packages from £2,195pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","148","https://vederetravel.com/formula-one/qatar-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/sao-paulo-grand-prix","formula-one/sao-paulo-grand-prix/index.html","São Paulo Grand Prix 2026 | Tickets & Hospitality | Vedere","58","São Paulo Grand Prix 2026 packages from £2,195pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","152","https://vederetravel.com/formula-one/sao-paulo-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/saudi-arabian-grand-prix","formula-one/saudi-arabian-grand-prix/index.html","Saudi Arabian GP 2027 | Tickets & Hospitality | Vedere","54","Saudi Arabian Grand Prix 2027 packages from £1,995pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels.","144","https://vederetravel.com/formula-one/saudi-arabian-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/singapore-grand-prix","formula-one/singapore-grand-prix/index.html","Singapore Grand Prix 2026 | Tickets & Hospitality | Vedere","58","Singapore Grand Prix 2026 packages from £2,795pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","152","https://vederetravel.com/formula-one/singapore-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/spanish-grand-prix","formula-one/spanish-grand-prix/index.html","Spanish Grand Prix 2026 | Completed — Archive | Vedere","54","The inaugural Madrid Grand Prix was run at MADRING on 13 September 2026. Madrid returns on 10–12 September 2027 — register your interest now.","141","https://vederetravel.com/formula-one/spanish-grand-prix","2026-09-22"
"https://vederetravel.com/formula-one/turkish-grand-prix","formula-one/turkish-grand-prix/index.html","Turkish Grand Prix 2027 Packages | Tickets & Hotels | Vedere","60","Turkish Grand Prix 2027 packages from £1,495pp. Grandstand seats, circuit hospitality and Official Team Hospitality with five-star hotels and flights.","150","https://vederetravel.com/formula-one/turkish-grand-prix","2026-09-22"
"https://vederetravel.com/luxury-travel","luxury-travel/index.html","Luxury Holidays & Tailor-Made Travel | Vedere Travel","52","Tailor-made luxury holidays from Vedere — beach escapes, safaris, city stays and villas, planned around you by one dedicated specialist. ATOL protected.","152","https://vederetravel.com/luxury-travel","2026-09-22"
"https://vederetravel.com/luxury-travel/africa","luxury-travel/africa/index.html","Luxury Safari Holidays in Africa & Beyond | Vedere Travel","57","Luxury safari holidays in Africa with Vedere Travel — South Africa, Kenya and Botswana, built camp by camp around the season. ATOL protected.","141","https://vederetravel.com/luxury-travel/africa","2026-09-22"
"https://vederetravel.com/luxury-travel/africa/botswana","luxury-travel/africa/botswana/index.html","Luxury Botswana Safaris | The Okavango Delta | Vedere","53","Luxury Botswana safaris — Mombo, Jao, Zarafa and Duba Plains across the Okavango and Linyanti. Camp-to-camp safaris, planned around you. ATOL protected.","152","https://vederetravel.com/luxury-travel/africa/botswana","2026-09-23"
"https://vederetravel.com/luxury-travel/africa/kenya","luxury-travel/africa/kenya/index.html","Luxury Kenya Safari Holidays | The Maasai Mara | Vedere","55","Luxury Kenya safaris — Angama Mara above the migration, Segera’s art ranch, Giraffe Manor and the coast. Itinerary-led, tailored. ATOL protected.","145","https://vederetravel.com/luxury-travel/africa/kenya","2026-09-23"
"https://vederetravel.com/luxury-travel/africa/south-africa","luxury-travel/africa/south-africa/index.html","Luxury South Africa Holidays | Cape to Kruger | Vedere","54","Luxury South Africa holidays — Cape Town, the Winelands, the Whale Coast and Sabi Sand safari. Four areas, eight addresses, one route. ATOL protected.","150","https://vederetravel.com/luxury-travel/africa/south-africa","2026-09-23"
"https://vederetravel.com/luxury-travel/asia","luxury-travel/asia/index.html","Luxury Holidays in Asia, Tailor-Made | Vedere Travel","52","Luxury holidays in Asia with Vedere Travel. Four destinations, from Aman in Kyoto to the Andaman coast, tailored around your dates. ATOL protected.","147","https://vederetravel.com/luxury-travel/asia","2026-09-22"
"https://vederetravel.com/luxury-travel/asia/bali","luxury-travel/asia/bali/index.html","Luxury Bali Holidays | Ubud & the Clifftops | Vedere","52","Luxury Bali holidays — Amankila’s sea tiers, Capella Ubud’s tented camp and the Bulgari cliffs. Jungle and ocean, planned around you. ATOL protected.","149","https://vederetravel.com/luxury-travel/asia/bali","2026-09-23"
"https://vederetravel.com/luxury-travel/asia/japan","luxury-travel/asia/japan/index.html","Luxury Japan Holidays | Tokyo & Kyoto | Vedere Travel","53","Luxury Japan holidays — Aman Tokyo, Aman Kyoto, Four Seasons and Hoshinoya. The golden route between two capitals, tailored. ATOL protected.","140","https://vederetravel.com/luxury-travel/asia/japan","2026-09-23"
